id;category;lv;srl;src;img;audio;ru;en;sr-ex;ru-ex;en-ex
93;general;2;Telefon;Телефон;assets/images/words/telefon.png;assets/sounds/words/telefon.wav;Телефон;Telephone;Telefon mi je zvonio dok sam spavala. Kupio je novi telefon prošle nedelje. Ostavila je telefon u drugoj sobi.;Телефон звонил, пока я спала. На прошлой неделе он купил новый телефон. Она оставила телефон в другой комнате.;My phone was ringing while I was sleeping. He bought a new phone last week. She left her phone in the other room.
94;general;2;Torba;Торба;assets/images/words/torba.png;assets/sounds/words/torba.wav;Сумка;Bag;Nosi tešku torbu na ramenu. Kupila je novu torbu za posao. Torba joj je puna knjiga.;Она несёт тяжёлую сумку на плече. Она купила новую сумку для работы. Её сумка полна книг.;She carries a heavy bag on her shoulder. She bought a new bag for work. Her bag is full of books.
95;general;2;Vrata;Врата;assets/images/words/vrata.png;assets/sounds/words/vrata.wav;Дверь;Door;Zatvorila je vrata za sobom. Neko kuca na vrata. Vrata su bila zaključana.;Она закрыла за собой дверь. Кто-то стучит в дверь. Дверь была заперта.;She closed the door behind her. Someone is knocking on the door. The door was locked.
96;general;2;Koštati;Коштати;assets/images/words/kostati.png;assets/sounds/words/kostati.wav;Стоить;To cost;Koliko košta ova knjiga? Ova torba košta previše. Putovanje će koštati mnogo novca.;Сколько стоит эта книга? Эта сумка стоит слишком дорого. Поездка будет стоить много денег.;How much does this book cost? This bag costs too much. The trip will cost a lot of money.
97;general;2;Zabava;Забава;assets/images/words/zabava.png;assets/sounds/words/zabava.wav;Развлечение;Fun, entertainment;Rođendan je bio prava zabava. Volimo zabavu sa prijateljima. Ovaj park je pun zabave za decu.;День рождения был настоящим весельем. Мы любим веселье с друзьями. Этот парк полон развлечений для детей.;The birthday party was real fun. We love having fun with friends. This park is full of fun for kids.
98;general;2;Tačka;Тачка;assets/images/words/tacka.png;assets/sounds/words/tacka.wav;Точка;Point, dot;Stavi tačku na kraju rečenice. To je bila prekretna tačka u njegovom životu. Vidimo se na istoj tački sutra.;Поставь точку в конце предложения. Это был переломный момент в его жизни. Увидимся в той же точке завтра.;Put a period at the end of the sentence. That was a turning point in his life. See you at the same spot tomorrow.
99;pekara;1;Kifla;Кифла;assets/images/words/kifla.png;assets/sounds/words/kifla.wav;Рогалик;Croissant / crescent roll;Kupio sam kiflu jutros. Kifla je još topla. Volim kiflu sa sirom.;Я купил рогалик утром. Рогалик ещё тёплый. Я люблю рогалик с сыром.;I bought a croissant this morning. The croissant is still warm. I like a croissant with cheese.
100;pekara;1;Zemička;Земичка;assets/images/words/zemicka.png;assets/sounds/words/zemicka.wav;Булочка;Bun / roll;Zemička je sveža. Kupio sam pet zemički. Sendvič je od zemičke.;Булочка свежая. Я купил пять булочек. Сэндвич из булочки.;The bun is fresh. I bought five buns. The sandwich is from a bun.
101;pekara;1;Burek;Бурек;assets/images/words/burek.png;assets/sounds/words/burek.wav;Бурек;Burek (savory pastry);Jedem burek sa sirom. Burek je vruć. Kupujem burek svako jutro.;Я ем бурек с сыром. Бурек горячий. Я покупаю бурек каждое утро.;I eat burek with cheese. The burek is hot. I buy burek every morning.
102;pekara;1;Krofna;Крофна;assets/images/words/krofna.png;assets/sounds/words/krofna.wav;Пончик;Doughnut;Krofna je slatka. Deca vole krofne. Kupio sam krofnu danas.;Пончик сладкий. Дети любят пончики. Я купил пончик сегодня.;The doughnut is sweet. Kids love doughnuts. I bought a doughnut today.
103;pekara;1;Sveže;Свеже;assets/images/words/sveze.png;assets/sounds/words/sveze.wav;Свежий (хлеб);Fresh;Hleb je sveže. Ovo je sveže povrće. Voli sveže voće.;Хлеб свежий. Это свежие овощи. Он любит свежие фрукты.;The bread is fresh. These are fresh vegetables. He likes fresh fruit.
104;pekara;1;Parče;Парче;assets/images/words/parce.png;assets/sounds/words/parce.wav;Кусок;Piece / slice;Daj mi parče hleba. Pojeo sam parče torte. Ovo je malo parče.;Дай мне кусок хлеба. Я съел кусок торта. Это маленький кусочек.;Give me a piece of bread. I ate a piece of cake. This is a small piece.
105;pekara;1;Izbor;Избор;assets/images/words/izbor.png;assets/sounds/words/izbor.wav;Выбор;Choice / selection;Imamo veliki izbor hleba. Napravio sam dobar izbor. Nemam nikakvog izbora.;У нас большой выбор хлеба. Я сделал хороший выбор. У меня нет выбора.;We have a big selection of bread. I made a good choice. I have no choice at all.
106;pekara;1;Vitrina;Витрина;assets/images/words/vitrina.png;assets/sounds/words/vitrina.wav;Витрина;Display case;Kolači su u vitrini. Pogledaj ovu vitrinu. Vitrina je puna peciva.;Пирожные в витрине. Посмотри на эту витрину. Витрина полна выпечки.;The pastries are in the display case. Look at this display case. The display case is full of baked goods.
107;pekara;1;Somun;Сомун;assets/images/words/somun.png;assets/sounds/words/somun.wav;Сомун;Somun (flatbread);Somun je topao. Kupio sam somun danas. Somun peku u pekari.;Сомун тёплый. Я купил сомун сегодня. Сомун пекут в пекарне.;The somun is warm. I bought somun today. Somun is baked at the bakery.
108;pekara;1;Lepinja;Лепиња;assets/images/words/lepinja.png;assets/sounds/words/lepinja.wav;Лепинья;Lepinja (flatbread);Lepinja je mekana iznutra. Sendvič je u lepinji. Kupio sam dve lepinje.;Лепинья мягкая внутри. Сэндвич в лепинье. Я купил две лепиньи.;The lepinja is soft inside. The sandwich is in a lepinja. I bought two lepinjas.
109;pekara;1;Pogača;Погача;assets/images/words/pogaca.png;assets/sounds/words/pogaca.wav;Погача;Pogača (flatbread);Pogača se peče brzo. Volim toplu pogaču. Pogača ima ukusnu koricu.;Погача печётся быстро. Я люблю тёплую погачу. У погачи вкусная корочка.;Pogača bakes quickly. I love warm pogača. Pogača has a tasty crust.
110;pekara;1;Sendvič;Сендвич;assets/images/words/sendvic.png;assets/sounds/words/sendvic.wav;Сэндвич;Sandwich;Napravio sam sendvič danas. Kupujem sendvič za ručak. Ovaj sendvič je ukusan.;Я сделал сэндвич сегодня. Я покупаю сэндвич на обед. Этот сэндвич вкусный.;I made a sandwich today. I'm buying a sandwich for lunch. This sandwich is delicious.
111;pekara;1;Miris;Мирис;assets/images/words/miris.png;assets/sounds/words/miris.wav;Запах;Smell / scent;Miris hleba je divan. Osećam miris kafe. Ova pekara ima miris.;Запах хлеба чудесен. Я чувствую запах кофе. У этой пекарни есть запах.;The smell of bread is wonderful. I smell coffee. This bakery has a smell.
112;pekara;1;Poneti;Понети;assets/images/words/poneti.png;assets/sounds/words/poneti.wav;Унести;To take away;Mogu li ovo poneti? Poneo je hleb sobom. Ponesi kišobran, možda pada.;Могу я это взять? Он взял хлеб с собой. Возьми зонт, может дождь.;Can I take this? He took bread with him. Take an umbrella, maybe rain.
113;pekara;1;Džem;Џем;assets/images/words/dzem.png;assets/sounds/words/dzem.wav;Варенье;Jam;Volim džem od jagode. Namaži hleb džemom. Kupio sam teglu džema.;Я люблю клубничное варенье. Намажь хлеб джемом. Я купил банку варенья.;I love strawberry jam. Spread jam on the bread. I bought a jar of jam.
